Hashtag,Cluster,Count
letrasllantas,"['letrasllantas', 'letrasdellantas']",3
chevroletnhr,['chevroletnhr'],1
plastidip,['plastidip'],2
carro,['carro'],1
artesanato,['artesanato'],1
johnson,"['johnson', 'calvinjohnson', 'korajohnson']",5
johnsonmlbb,"['johnsonmlbb', 'mlbb', 'setmlbb']",5
mobilelegend,['mobilelegend'],1
setmobilegends,['setmobilegends'],1
kungfupanda4,['kungfupanda4'],1
fakereader,['fakereader'],1
arianddante,['arianddante'],1
esteticaautomotiva,['esteticaautomotiva'],1
enfermagemcomedia,"['enfermagemcomedia', 'tecdeenfermagem']",3
examen,"['examen', 'examendeadmision']",3
gpa,['gpa'],1
fisica,['fisica'],1
uaslp,"['uaslp', 'uaslp2023', 'blowthisulp']",5
ingenieria,['ingenieria'],1
matematicas,['matematicas'],1
asesoriaselprofesor,['asesoriaselprofesor'],1
integrando,['integrando'],1
cursosacademicos,"['cursosacademicos', 'golesacademicos', 'trabajosacademicos']",5
cursosuaslp,['cursosuaslp'],1
universidad,['universidad'],2
prepa,"['prepa', 'preparacion']",4
slplife,['slplife'],1
tecnicoemenfermagem,"['tecnicoemenfermagem', 'tecdeenfermagem']",3
punçãovenosa,['punçãovenosa'],1
calculodemedicamento,"['calculodemedicamento', 'calculodemedicação']",3
voltassaulas,['voltassaulas'],1
switch2,['switch2'],1
chemist,['chemist'],1
retrogamers,['retrogamers'],1
lucario1958,['lucario1958'],1
starwarsjedifallen,"['starwarsjedifallen', 'starwarsjedisurvivorgameplay', 'starwarsjedisurvivoredit', 'starwarsjedi', 'starwarstoys', 'starwarstros', 'starwarsreview', 'starwarsreturnofthejedi', 'starwarsvideos', 'starwarsbrasso', 'starwarsfamily', 'starwarsfunny', 'starwarsdr', 'starwars2022', 'starwarssaga', 'starwarscw', 'starwarsgirls', 'anakinstarwars', 'starwarskenobi', 'starwarsseries', 'starwarsnotlame', 'starwars769', 'starwarsromance', 'starwarsandchill']",29
ninthsister,['ninthsister'],1
nano,"['nano', 'nanogauntlet']",3
emilynelson,['emilynelson'],1
inasexymood🤪✌️,['inasexymood🤪✌️'],1
gameboymod,['gameboymod'],1
customgameboy,['customgameboy'],1
oddtinkering,['oddtinkering'],1
gamecubecontroller,['gamecubecontroller'],1
gameboymods,['gameboymods'],1
um9ir,['um9ir'],1
bigger,['bigger'],2
chirsredfield,['chirsredfield'],1
wise,"['wise', 'wisewords']",2
narcoedit,"['narcoedit', 'narcose']",3
suckerforoldmen,['suckerforoldmen'],1
winthechat,['winthechat'],1
bestgame,['bestgame'],1
mortipher,['mortipher'],1
erzra,['erzra'],1
femalef1fan,"['femalef1fan', 'shelovesf1', 'learnf1', 'femalesinf1', 'croftyf1', 'f1philippines', 'fcan_superfanı', 'f1driver']",9
womeninformula1,"['womeninformula1', 'formula1creators', 'formula1philippines🇵🇭', 'formula1ph', 'formula1memes']",8
womeninmotorsport,['womeninmotorsport'],1
barbiemusic,['barbiemusic'],1
amazonlayoffs,['amazonlayoffs'],1
stixxpicks,['stixxpicks'],1
bo2,['bo2'],1
teamjoe,['teamjoe'],1
mrstealyopeach,['mrstealyopeach'],1
f1swiftie,"['f1swiftie', 'shelovesf1', 'learnf1', 'femalesinf1', 'croftyf1', 'the1taylorswift', 'f1philippines', 'swiftieart', 'dogswiftie', 'cutestswiftie', 'elderswiftie', 'egyptianswiftie', 'pregnantswiftie', 'swiftieartist', 'f1driver', 'swiftiebook', 'blackswiftie']",23
gigiparis,"['gigiparis', 'gigigigi']",2
cassieeuphoria,"['cassieeuphoria', 'cassie']",2
euphoriavibes,['euphoriavibes'],1
greaselightning,['greaselightning'],1
timothéechalamet,['timothéechalamet'],1
dunemovie,['dunemovie'],1
tchalamet,['tchalamet'],1
blackwomenincomedy,['blackwomenincomedy'],1
roadtoi̇stanbul,['roadtoi̇stanbul'],1
morganedgeedit,['morganedgeedit'],1
nataliehenryirons,"['nataliehenryirons', 'natalieirons']",3
ilovehashtags,['ilovehashtags'],1
freshman,"['freshman', 'freshmanyear']",3
enfermeiro,"['enfermeiro', 'enfermero', 'enfermeirou', 'enfermeiros']",8
tccsemdrama,"['tccsemdrama', 'tccsemneura']",3
escritaacademica,"['escritaacademica', 'escritaacadêmica']",3
artigoacademico,"['artigoacademico', 'artigo']",3
dicasestudos,['dicasestudos'],1
dicastrabalhosacademicos,"['dicastrabalhosacademicos', 'trabalhosacademicos']",2
oitavoperiodo,['oitavoperiodo'],1
mensagem,['mensagem'],1
tccsemdordecabeca,['tccsemdordecabeca'],1
resenha,['resenha'],1
normasdaabnt,['normasdaabnt'],1
projeto,['projeto'],1
trabalhoacademico,"['trabalhoacademico', 'trabalhosacademicos']",3
pensamento,['pensamento'],1
resposta,['resposta'],2
revisaodeliteratura,['revisaodeliteratura'],1
cuatasmania,['cuatasmania'],1
academicoscuatasvillezcas17,['academicoscuatasvillezcas17'],1
enfermagemporamor,"['enfermagemporamor', 'enfermagemno']",2
leixoes,['leixoes'],1
bodypersonalizadomenino,"['bodypersonalizadomenino', 'artepersonalizado']",2
aesthetictote,['aesthetictote'],1
costumized,['costumized'],1
clássicos,['clássicos'],1
rioavefc,['rioavefc'],1
gol,['gol'],1
segundaliga,['segundaliga'],1
academicodeviseu,['academicodeviseu'],1
universidadedamadeira,['universidadedamadeira'],1
universidadedominho,"['universidadedominho', 'minho']",3
enterrodagata,['enterrodagata'],1
referenciasabnt,['referenciasabnt'],1
facavocemesmo,['facavocemesmo'],1
sigaparamasvideos,['sigaparamasvideos'],1
ficadica,['ficadica'],1
futbolfemenilmexico,['futbolfemenilmexico'],1
universi,['universi'],1
trajeaca,['trajeaca'],1
amargo,"['amargo', 'amar']",3
emergencias,['emergencias'],1
sonhos,['sonhos'],1
estudo,['estudo'],1
cauteruccio,['cauteruccio'],1
saja,['saja'],1
futbolargentino,['futbolargentino'],1
primeradivision,['primeradivision'],1
sosdelab,['sosdelab'],1
losgrandesnodescienden,['losgrandesnodescienden'],1
enfermeros,"['enfermeros', 'enfermeira', 'enfermagemno']",5
enf,"['enf', 'f6llen6ngel']",3
pl25642020,['pl25642020'],1
pl2564,['pl2564'],1
urgencia,['urgencia'],1
areadasaude,['areadasaude'],1
ensinoadistancia,['ensinoadistancia'],1
normasapa,['normasapa'],1
normasapa7maedición,['normasapa7maedición'],1
formatoapa,['formatoapa'],1
textosword,['textosword'],1
word,"['word', 'wordhack']",3
configuraciones,['configuraciones'],1
tesis,"['tesis', 't7tes']",3
trucos,"['trucos', 'trucosdebelleza', 'trucosdemaquillaje']",4
trabajainteligente,['trabajainteligente'],1
ahorratiempo,['ahorratiempo'],1
parrafos,['parrafos'],1
dicaseducacionais,['dicaseducacionais'],1
pedagogia2023,['pedagogia2023'],1
dicasdeestudo,['dicasdeestudo'],1
unopar,"['unopar', 'unoparitabirito']",3
unoparead,['unoparead'],1
graduacaoead,['graduacaoead'],1
ead,"['ead', 'salteadora']",3
alunospedagogia,['alunospedagogia'],1
pedagogiaunopar,['pedagogiaunopar'],1
peterdinklage,['peterdinklage'],1
azerbaijan,['azerbaijan'],1
florencepughstyle,['florencepughstyle'],1
eduarrdoguerrero,['eduarrdoguerrero'],1
nepobabies,['nepobabies'],1
hoochiedaddyshorts,['hoochiedaddyshorts'],1
shortshorts,['shortshorts'],1
latinus,['latinus'],2
kjshow,['kjshow'],1
kimkardashianmetgala,"['kimkardashianmetgala', 'kimkardashianmetgala2023', 'kardashianmetgala', 'metgala23', '2023metgala']",5
kimkardashianmetgala2023,"['kimkardashianmetgala2023', 'kardashianmetgala', 'metgala2023theme', '2023metgala']",4
anokyai,"['anokyai', 'makyaj']",3
basset,"['basset', 'bassethound', 'daphnebasset', 'simonebasset', 'augiebasset']",8
bassethound,"['bassethound', 'bassethoundpuppy']",3
dogsandcats,"['dogsandcats', 'dogsdogsof']",3
voguecover,['voguecover'],1
iconicmodel,['iconicmodel'],1
iconicdesigner,['iconicdesigner'],1
justnycthings,['justnycthings'],1
jaredlato,['jaredlato'],1
collegefinals,['collegefinals'],1
penelopecruz,"['penelopecruz', 'penelope']",3
naomicampbell,['naomicampbell'],1
2024election,['2024election'],2
gigigigi,"['gigigigi', 'kawatgigi', 'gigibehel']",5
philza,['philza'],1
jaredletoedit,['jaredletoedit'],1
metgala2023theme,"['metgala2023theme', 'metagala2023', 'metgala23', '2023metgala']",5
celebrieties,['celebrieties'],1
richaesthetic,['richaesthetic'],1
gigihadidmetgala,"['gigihadidmetgala', 'gigihadidstyle', 'metgala23', '2023metgala']",5
metgalaredcarpetlooks,['metgalaredcarpetlooks'],1
katemoss,['katemoss'],1
billieeilishstan,['billieeilishstan'],1
iamcardib,['iamcardib'],1
bardigang,"['bardigang', 'bardi']",3
femalerapper,['femalerapper'],1
rappers,['rappers'],1
catgrant,"['catgrant', 'grant']",3
calistaflockhart,['calistaflockhart'],1
femininearchetypes,['femininearchetypes'],1
fleabagandthepriest,"['fleabagandthepriest', 'fleabagbook', 'fleabagquote']",5
celtic,['celtic'],1
universitymeme,['universitymeme'],1
unimeme,['unimeme'],1
simonfraseruniversity,['simonfraseruniversity'],1
translink,['translink'],1
whippcream,['whippcream'],1
teenagefilter,['teenagefilter'],2
snapchatart,['snapchatart'],1
fergusandkobe,['fergusandkobe'],1
crochetcat,"['crochetcat', 'crochetcatmat']",3
cataccessories,['cataccessories'],1
catmusthaves,['catmusthaves'],1
gabrielyorke,['gabrielyorke'],1
wikihow,['wikihow'],1
plus,"['plus', 'playstationplus']",2
sportchek,['sportchek'],1
foreverfaster,['foreverfaster'],1
idyllwild,['idyllwild'],1
ageplay,['ageplay'],1
wrotetoshaw,['wrotetoshaw'],1
harrylewis,['harrylewis'],1
alineofbeauty,['alineofbeauty'],1
f12022,['f12022'],1
peachykwin,['peachykwin'],1
f1popculture,"['f1popculture', 'learnf1', 'femalesinf1', 'croftyf1', 'f1philippines', 'popculturefacts', 'popculturescientist', 'f1driver']",10
sceamvi,['sceamvi'],1
dannybrackett,['dannybrackett'],1
joshsargent,['joshsargent'],1
teracarpenter,['teracarpenter'],1
vigilantes,['vigilantes'],1
pridecover,['pridecover'],1
pridecovers,['pridecovers'],1
socks,['socks'],1
anxietycleaning,['anxietycleaning'],1
carlosrivera,['carlosrivera'],1
re3mod,"['re3mod', 'residentevil3mod']",2
re3edit,"['re3edit', 'numb3rsedit', 'residentevil3remakeedit', 'mandalorianseason3edit']",4
leonkennedymeme,"['leonkennedymeme', 'leonkennedymod', 'leonkennedyoncesaid', 'leonkennedyre2', 're4leonkennedy', 're2leonkennedy']",7
leonkennedyresidentevil2,"['leonkennedyresidentevil2', 'leonresidentevil4', 'leonkennedyre2', 're2leon', 'residentevilrevelations2', 're2leonkennedy']",9
wellnesscoretinytasters,['wellnesscoretinytasters'],1
mysterymonkegymgoer,['mysterymonkegymgoer'],1
kirbygame,['kirbygame'],1
tokyoskytree,"['tokyoskytree', 'skytree']",3
animalcrossingnewleaf,"['animalcrossingnewleaf', 'newleaf', 'animalcrossingds']",5
femalesinmotorsport,['femalesinmotorsport'],1
airtravel,['airtravel'],1
formula1creators,"['formula1creators', 'formula1creatorsf1contentcreators', 'formula1philippines🇵🇭', 'formula1ph', 'formula1memes']",6
baku2023🇦🇿🇹🇷💙❤️💚,['baku2023🇦🇿🇹🇷💙❤️💚'],1
azerbaijangp2023,"['azerbaijangp2023', 'monacogp2023']",3
roboticflower,['roboticflower'],2
loudedit,['loudedit'],1
wellnesspetfood,['wellnesspetfood'],1
ripkevenconroy,"['ripkevenconroy', 'kevinconroyrip']",3
howisthebestcasescenariojoebiden,['howisthebestcasescenariojoebiden'],1
overallshorts,['overallshorts'],1
overallsoutfits,['overallsoutfits'],1
surprisingmom,['surprisingmom'],2
gettingafacial,"['gettingafacial', 'facial', 'getting']",4
bestmom,['bestmom'],1
ilovemymom,['ilovemymom'],1
surprisemomwith,['surprisemomwith'],1
thingsidontrecommend,['thingsidontrecommend'],1
thingsiregretbuying,"['thingsiregretbuying', 'regretbuying']",3
deinfluence,['deinfluence'],1
doesntworkforme,['doesntworkforme'],1
productsidontlike,['productsidontlike'],1
cookingsomethingnew,['cookingsomethingnew'],1
tryingtocook,['tryingtocook'],1
cookingvlog,"['cookingvlog', 'toddlervlog', 'unfilteredvlog', 'dogvlog', 'vloglife', 'dayvlog']",12
cookingfail,['cookingfail'],1
armorkatan,"['armorkatan', 'armor']",3
brokemen,['brokemen'],1
azerbaijangrandprix,['azerbaijangrandprix'],1
jogandonarede,['jogandonarede'],1
albania,['albania'],1
play5,['play5'],1
andrearockfort,['andrearockfort'],1
ps5unboxing,"['ps5unboxing', 'ps5black', 'ps5digital', 'shoeunboxing', 'ps5gaming', 'megaunboxing', 'amazonunboxing', 'ps5gamers', 'horizonps5', 'ps5exclusive']",15
ps5black,"['ps5black', 'ps5digital', 'ps5digitaledition', 'ps5digitaleditionblack', 'ps5gaming', 'ps5gamers', 'ps5masterrace', 'horizonps5', 'ps5exclusive']",14
robinhobrasil,['robinhobrasil'],1
petrolina,['petrolina'],1
bakucitycircuit,['bakucitycircuit'],1
lesbianvisibilityweek,['lesbianvisibilityweek'],1
ashtonmartin,['ashtonmartin'],1
primrose,['primrose'],1
miraclemovie,['miraclemovie'],1
taylonso,['taylonso'],2
taylorswiftfernandoalonso,"['taylorswiftfernandoalonso', 'the1taylorswift', 'oktaylorswift', 'taylorswiftgillette', 'taylorswifttheman', 'hauntedtaylorswift', 'beginagaintaylorswift', 'taylorswiftex', 'taylorswiftswiftcity', 'taylorswiftcansing', 'ihearttaylorswift', 'taylorswiftmommy', 'taylorswiftisthebest', 'taylorswiftexile', 'taylorswifthits', 'bestoftaylorswift', '13taylorswift', 'taylorswiftdancer', 'taylorswiftsnl', 'iwillmeettaylorswift', 'allofthegirlstaylorswift', 'taylorswifttweets', 'grammystaylorswift', 'taylorswiftdecor', 'alonsoswift', 'tohxtaylorswift', 'taylorswiftgirl', 'taylorswiftbooks', 'taylorswifturuguay']",30
playstation_br,['playstation_br'],1
gamesbrasil,['gamesbrasil'],1
psn,['psn'],1
actlimitless,['actlimitless'],1
adobepartner,['adobepartner'],1
sigmamalegrindset,"['sigmamalegrindset', 'grindset']",3
justiceleaguebatman,"['justiceleaguebatman', 'snydercutjusticeleague', 'justiceleaguemovie', 'justicebatman', 'thedeathofthejusticeleague']",8
lukefoxedit,['lukefoxedit'],1
batwingedit,['batwingedit'],1
batmanejoker,"['batmanejoker', 'savebatmanfromjoker']",2
theblondebrewer,['theblondebrewer'],1
spoilerfreereview,['spoilerfreereview'],1
jedibattlescars,['jedibattlescars'],1
mauritiusisland,['mauritiusisland'],1
mauritiusbeach,['mauritiusbeach'],1
lifehackvideo,['lifehackvideo'],1
babyboys,"['babyboys', 'babybabybaby']",2
fogell,['fogell'],1
tekken,['tekken'],1
dicagamer,['dicagamer'],1
gamedica,['gamedica'],1
pokebank,['pokebank'],1
pokemonbank,['pokemonbank'],1
localgamestore,['localgamestore'],1
nintendostop,['nintendostop'],1
ksstudio,['ksstudio'],1
eznetwork,['eznetwork'],1
switchlite,"['switchlite', 'nintendoswitchlite']",2
monsterhunter,['monsterhunter'],1
twsgaming,['twsgaming'],1
pokemongames,['pokemongames'],1
ukunistudent,"['ukunistudent', 'unistudenttips']",3
universitycheck,['universitycheck'],1
nintendonostalgia,['nintendonostalgia'],1
ballers,"['ballers', 'ballora']",3
saveourplanet,['saveourplanet'],1
portablegamer,['portablegamer'],1
slvtvp,['slvtvp'],1
rip3ds,"['rip3ds', 'cute3ds', 'moded3ds', 'cute3dsgames', 'rip3dseshop', '3dspokemon']",6
gamin,"['gamin', 'asmrgaminasmr']",3
llaolovers,['llaolovers'],1
payday,['payday'],1
2000aesthethic,['2000aesthethic'],1
pokemonsunandmoon,"['pokemonsunandmoon', 'pokemonsun', 'pokemonmoon', 'sunandmoontattoo']",7
classicgames,['classicgames'],1
rhythmgame,['rhythmgame'],1
videogamecollecting,['videogamecollecting'],1
finalremix,['finalremix'],1
homepage,['homepage'],1
jameslikestogame,['jameslikestogame'],1
animalcrossingwildworld,"['animalcrossingwildworld', 'animalcrossingds']",2
letsplayanimalcrossing,"['letsplayanimalcrossing', 'animalcrossingds']",2
vintagecommercials,"['vintagecommercials', 'commercials']",2
videogamecommercials,"['videogamecommercials', 'commercials']",2
nintendoofamerica,['nintendoofamerica'],1
nintendodsixl,"['nintendodsixl', 'dsixl']",3
marioedition,['marioedition'],1
christmascommercials,"['christmascommercials', 'commercials']",3
christmascommercial,['christmascommercial'],1
christmas2010,['christmas2010'],1
christmas2022,['christmas2022'],1
plantsvszombies,['plantsvszombies'],1
pvz,['pvz'],1
feverdream,['feverdream'],1
nostalgiagaming,['nostalgiagaming'],1
figurascoleccionables,['figurascoleccionables'],1
bootlegtoy,"['bootlegtoy', 'bootleg']",3
caceriadejuguetes,['caceriadejuguetes'],1
tianguis,['tianguis'],1
reteogaming,['reteogaming'],1
gaminghistory,['gaminghistory'],1
vintagegames,['vintagegames'],1
2000sbaby,"['2000sbaby', 'babybabybaby']",2
lockedout,['lockedout'],1
pocketfullofsunshine,['pocketfullofsunshine'],1
natashabedingfield,['natashabedingfield'],1
gamecheck,['gamecheck'],1
gamercheck,"['gamercheck', 'gamergirlcheck']",2
nostalgicvibes,['nostalgicvibes'],1
nintendodogs,"['nintendodogs', 'dogsdogsof']",3
packaging,['packaging'],1
oldies,"['oldies', 'oldiesbutgoodies']",3
toolassistedspeedrun,['toolassistedspeedrun'],1
crashbandicoot,['crashbandicoot'],2
sandingshit,['sandingshit'],1
purrpals,['purrpals'],1
stylesavvyds,"['stylesavvyds', 'stylesavvyfashionforward', 'stylesavvygame']",4
stylesavvyfashionforward,"['stylesavvyfashionforward', 'stylesavvygame', 'fashionstyle']",4
pleasedontbeugly,['pleasedontbeugly'],1
mk8dx,"['mk8dx', 'mk8d']",3
anniewersching,['anniewersching'],1
paiefilho,['paiefilho'],1
percyjacksonherosofolympus,"['percyjacksonherosofolympus', 'modernpercyjackson', 'percyjacksonaesthetic', 'percyjacksonquote']",7
laikastudios,"['laikastudios', 'laika']",3
datinghorrorstory,['datinghorrorstory'],1
churchstories,['churchstories'],1
lillycollins,['lillycollins'],1
emilyinparisoutfits,['emilyinparisoutfits'],1
oneeareduno,['oneeareduno'],2
sharkfactsofttheday,['sharkfactsofttheday'],1
5years,['5years'],1
potatohead,"['potatohead', 'mrpotatohead']",3
luigiissocute,['luigiissocute'],1
howtoplayguitar,['howtoplayguitar'],1
residentevilinfinitedarknessedit,"['residentevilinfinitedarknessedit', 'residentevildegenerationedit', 'residentevil6edit', 'residentevil3remakeedit', 'residenteevil4edit', 'residentevil4reamkeedit']",6
ohdarlingdontyouevergrowup,['ohdarlingdontyouevergrowup'],1
spyfamily,['spyfamily'],1
loidforger,"['loidforger', 'loid', 'anyaforger']",5
forgerfamily,"['forgerfamily', 'anyaforger']",3
fivestheclonewars,"['fivestheclonewars', 'clonewarsobiwan', 'clonewarsobiwanedit', 'obiwanclonewars', 'anakinskywalkerclonewars']",8
takeahintdanibrown,['takeahintdanibrown'],1
fogelledit,['fogelledit'],1
pipoca,['pipoca'],1
melissabenoistmimujer🛐,['melissabenoistmimujer🛐'],1
rubirose,"['rubirose', 'rubiroseedit', 'rubiroseedate']",5
javipeña,['javipeña'],1
friendstoloverstrope,"['friendstoloverstrope', 'friendstoloversromance', 'enemiestoloverstrope']",5
wecouldbesogood,"['wecouldbesogood', 'wecouldbesogoodbook']",4
hosea,['hosea'],1
loverosie,['loverosie'],2
whererainbowsend,['whererainbowsend'],1
inuyasha,['inuyasha'],1
animestreaming,['animestreaming'],1
vizmedia,['vizmedia'],1
freezermeal,['freezermeal'],1
dumpmeal,"['dumpmeal', 'dumpandgomeal']",3
vanguard,['vanguard'],1
blackrock,['blackrock'],1
anyaforger,"['anyaforger', 'bondforger']",4
25deabrilde1974,"['25deabrilde1974', '25deabril']",3
toddlerlifestyle,['toddlerlifestyle'],1
toddlershoppingspree,"['toddlershoppingspree', 'toddlershopping']",3
fivebelowfinds,['fivebelowfinds'],1
fivebelowtoys,['fivebelowtoys'],1
toddlermoms,['toddlermoms'],1
revendetta,"['revendetta', 'leonvendetta', 'vendettaleon']",5
sabresaftey,['sabresaftey'],1
billyonthestreet,['billyonthestreet'],1
suspiro,['suspiro'],1
salgueiromaia,['salgueiromaia'],1
diadaindependencia,"['diadaindependencia', 'diadacriancas']",3
zhongli,"['zhongli', 'archonzhongli', 'zhonglicosplay', 'archonzhonglicosplay']",7
archonventi,['archonventi'],1
genshinimpactcosplay,"['genshinimpactcosplay', 'genshinleak', 'aloygenshinimpact']",5
lvlupexpo,"['lvlupexpo', 'lvlupexpo2023']",3
ct5555,['ct5555'],1
toddlersbelike,['toddlersbelike'],1
dayinmynuggetlife,"['dayinmynuggetlife', 'unemployeddayinmylife', 'dayinmylifedog', 'nycdayinthelife']",8
yuribriar,"['yuribriar', 'yuri']",2
spyxfamilymovie,"['spyxfamilymovie', 'familyguymovie']",2
climate,['climate'],1
florafaunamerryweather,['florafaunamerryweather'],1
uncharted4,['uncharted4'],2
unchartedthelostlegacy,"['unchartedthelostlegacy', 'unchartedthelostlegacyedit']",3
chlodine,"['chlodine', 'chlodineedit']",3
nadineross,['nadineross'],1
chloefrazer,['chloefrazer'],1
penguinmario,['penguinmario'],1
winxnetflix,['winxnetflix'],1
winxroxy,['winxroxy'],1
sagawinx,"['sagawinx', 'fatethewinxsagaedit', 'fatethewinxclubsaga']",5
faerlyson,['faerlyson'],1
mariosuperstrikers,"['mariosuperstrikers', 'luigimariostrikers', 'luigieditsupermario', 'supermarioparty', 'supermariocart', 'supermariotrailer', 'supermariopauline', 'supermariobromovie']",13
iloveluigi,['iloveluigi'],1
luigieditsupermario,"['luigieditsupermario', 'supermarioparty', 'supermariocart', 'supermariotrailer', 'mariobroedit', 'supermariopauline']",6
consola,['consola'],1
consolasdevideojuegos,['consolasdevideojuegos'],1
nordiclife,['nordiclife'],1
fantasybookseries,"['fantasybookseries', 'booktokfantasy']",2
amardenovo,['amardenovo'],1
campahlfblood,['campahlfblood'],1
campjupiter,['campjupiter'],1
demigod,['demigod'],1
godsofolympus,['godsofolympus'],1
swedishlife,['swedishlife'],1
lifeinsweden,['lifeinsweden'],1
canadianinsweden,['canadianinsweden'],1
madisonnicolebooks,['madisonnicolebooks'],1
tonightdough,['tonightdough'],1
evaluation,"['evaluation', 'teacherevaluation']",3
causeimincharge,['causeimincharge'],1
mypradasatthecleaners,['mypradasatthecleaners'],1
disneyxaldo,['disneyxaldo'],1
aldoxdisney,['aldoxdisney'],1
princessshoe,['princessshoe'],1
princessheels,['princessheels'],1
aldoshoes,['aldoshoes'],1
afrolatino,['afrolatino'],1
firefighterlife,['firefighterlife'],1
realtor,['realtor'],1
beautifulhomes,['beautifulhomes'],1
princesszelda,['princesszelda'],1
princessmipha,"['princessmipha', 'mipha', 'miphaedit']",5
casualcosplay,['casualcosplay'],1
crabs,['crabs'],1
firestation,['firestation'],1
oncallfirefighter,['oncallfirefighter'],1
figherfighters,['figherfighters'],1
feuerwehr,['feuerwehr'],1
firemenof,['firemenof'],1
cambridgefirefighters,['cambridgefirefighters'],1
notinthislifetime,['notinthislifetime'],1
belleshoes,['belleshoes'],1
neuroplasticity,['neuroplasticity'],1
namorados,['namorados'],1
praxeéintegração,"['praxeéintegração', 'praxeacademica']",2
praxeacademica,"['praxeacademica', 'praxesacademicas']",2
caloiros,['caloiros'],1
tradition,['tradition'],1
tradicao,"['tradicao', 'tradicaoportuguesa']",3
fotosbordadas,['fotosbordadas'],1
bordadosamaquina,['bordadosamaquina'],1
fotografiabordada,['fotografiabordada'],1
prenda,['prenda'],1
mindfulnesspractice,['mindfulnesspractice'],1
fei,['fei'],1
capoeira,['capoeira'],1
capoeiraportodavida,['capoeiraportodavida'],1
gingarte,['gingarte'],1
madrinha,['madrinha'],1
pais,['pais'],1
orgulhoso,['orgulhoso'],2
pai,['pai'],1
praxesacademicas,"['praxesacademicas', 'praxes']",3
praxar,['praxar'],1
praxx,['praxx'],1
cutecatsvideo,"['cutecatsvideo', 'cutecatvideo']",3
sillykitten,['sillykitten'],1
persiancats,['persiancats'],1
awakening,['awakening'],1
higherconsciousness,['higherconsciousness'],1
higherself,['higherself'],1
spiritualjourney,['spiritualjourney'],1
innerwork,['innerwork'],1
slimyoddity,['slimyoddity'],1
coffetalks,['coffetalks'],1
ambassadorprogram,['ambassadorprogram'],1
retrocollective,['retrocollective'],1
gamersofinstagram,"['gamersofinstagram', 'instagramface', 'lawyersofinstagram', 'chihuahuaofinstagram', 'puppiesofinstagram']",9
n64,['n64'],1
dreamcast,['dreamcast'],1
gamegear,['gamegear'],1
boktai,['boktai'],1
yuyuhakusho,['yuyuhakusho'],1
winnipeg,['winnipeg'],1
booktomovieadaptation,['booktomovieadaptation'],1
disgustaaangbehaviour,['disgustaaangbehaviour'],1
popcentury,"['popcentury', 'popcenturyresort']",3
thegreatwallmovie,['thegreatwallmovie'],1
mandalorianarmor,"['mandalorianarmor', 'armor']",2
mandaloriansuit,['mandaloriansuit'],1
disneyfoodguide,['disneyfoodguide'],1
mondaymood,['mondaymood'],1
renfaire,['renfaire'],1
romanreignsedit,"['romanreignsedit', 'romanreigns', 'romanreignswwe']",5
makailamoonie,['makailamoonie'],1
prom23,['prom23'],2
agentwhisk,['agentwhisk'],1
valantinesday,"['valantinesday', 'valantinesidea', 'galentinesday']",4
partyideas,['partyideas'],1
jadecity,['jadecity'],1
mistborn,['mistborn'],1
twoweeksnotice,['twoweeksnotice'],1
sorritsmari,['sorritsmari'],1
dementor,['dementor'],1
zeldameme,['zeldameme'],1
garbs4gamers,['garbs4gamers'],1
getreadywitholdspice,['getreadywitholdspice'],1
top10games,['top10games'],1
kangdyansty,['kangdyansty'],1
kanra,['kanra'],2
herasyndullaandkananjarrus,['herasyndullaandkananjarrus'],1
rebelsalliance,['rebelsalliance'],1
barbieschoolprincess,"['barbieschoolprincess', 'barbieprincessandthepopstar']",3
lizzieqxn,['lizzieqxn'],1
erindarke,['erindarke'],1
firstborn,['firstborn'],1
contract,['contract'],1
rupertgrint,['rupertgrint'],1
cruciatuscurse,['cruciatuscurse'],1
deliveryroom,['deliveryroom'],1
lgbwiththet,['lgbwiththet'],1
edaclawthorneedit,"['edaclawthorneedit', 'edaedit']",3
rebellionae,"['rebellionae', 'therebellion']",3
processvideo,['processvideo'],1
sdsu,['sdsu'],1
groupproject,['groupproject'],1
arvinrussell,['arvinrussell'],1
exploreagafay,"['exploreagafay', 'selinaagafay']",3
selinamorocco,['selinamorocco'],1
nightinthewoods,['nightinthewoods'],1
xo,['xo'],1
mysizebarbie,['mysizebarbie'],1
annagraves,['annagraves'],1
dyslexiasquad,['dyslexiasquad'],1
jakesully,"['jakesully', 'jakesullyedit']",2
hamiltonlover_,['hamiltonlover_'],1
hamiltonfan4life,['hamiltonfan4life'],1
aaronburr,['aaronburr'],1
hungergamesfanfiction,"['hungergamesfanfiction', 'magshungergames', '74thhungergames', 'thehungergamesaesthetic', 'effiehungergames', 'thehungergamesfanart', 'ruehungergames', 'hungergamessimulator', '50thhungergames', 'hungergamesrenaissance2023', '65thhungergames']",20
doublestandards,['doublestandards'],1
sofiarichie,"['sofiarichie', 'sofiarichiestyle']",4
elliotgrainge,['elliotgrainge'],1
weddingvideo,['weddingvideo'],1
rebinding,['rebinding'],1
reboundbook,['reboundbook'],1
paperasmr,"['paperasmr', 'paper']",2
craftasmr,['craftasmr'],1
jakesullyedit,"['jakesullyedit', 'jakegyllenhaaledit']",3
avataredit,['avataredit'],1
dogcollar,['dogcollar'],1
femgirl,['femgirl'],1
geektropical,['geektropical'],1
